AV PID,Street Name,Street Number,Map,Lot,Land Area in Acres,Fiscal Year, Total Assessed Land Value , Total Appraised Improvements , Total Appraised Parcel Value ,Sale Date,Book/Page,Q U,Val Code,I V, Price ,Owner Occupied,Use Code,Use Descript, Effective Area , Gross Area , Living Area ,Year Built,,Style,Stories,Occupancy,Roof,Exterior Wall,Heat,Fuel,A/C,Room Count,Bedrooms,Baths,Half Baths,Grade
102799,DUDLEY ST,60,59,   U210,0,2018, $-   ," $323,200 "," $323,200 ",12/18/2014, 53851/ 037,Q,0,I," $281,000 ",Y,1021,Condo  ," 1,126 "," 1,126 "," 1,126 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102801,DUDLEY ST,60,59,   U209,0,2018, $-   ," $362,500 "," $362,500 ",11/30/2012, 50579/ 248,Q,0,I," $279,000 ",,1021,Condo  ," 1,366 "," 1,366 "," 1,366 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102803,DUDLEY ST,60,59,   U208,0,2018, $-   ," $273,200 "," $273,200 ",8/22/2008, 43956/ 243,Q,0,I," $220,000 ",Y,1021,Condo  , 818 , 818 , 818 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102805,DUDLEY ST,60,59,   U207,0,2018, $-   ," $306,000 "," $306,000 ",9/30/2013, 52176/ 291,Q,0,I," $247,000 ",,1021,Condo  ," 1,020 "," 1,020 "," 1,020 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102807,DUDLEY ST,60,59,   U206,0,2018, $-   ," $269,200 "," $269,200 ",12/12/2014, 53824/  57,Q,0,I," $206,000 ",,1021,Condo  , 796 , 796 , 796 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102809,DUDLEY ST,60,59,   U205,0,2018, $-   ," $272,200 "," $272,200 ",11/28/2017, 58849/ 104,Q,0,I," $300,000 ",,1021,Condo  , 812 , 812 , 812 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102811,DUDLEY ST,60,59,   U204,0,2018, $-   ," $274,100 "," $274,100 ",4/16/2015, 54322/ 196,Q,0,I," $210,000 ",,1021,Condo  , 823 , 823 , 823 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102813,DUDLEY ST,60,59,   U203,0,2018, $-   ," $275,300 "," $275,300 ",4/29/2010, 46341/ 191,Q,0,I," $195,000 ",,1021,Condo  , 830 , 830 , 830 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102815,DUDLEY ST,60,59,   U220,0,2018, $-   ," $292,200 "," $292,200 ",5/10/2010, 46384/ 105,Q,0,I," $212,000 ",Y,1021,Condo  , 941 , 941 , 941 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102817,DUDLEY ST,60,59,   U219,0,2018, $-   ," $261,200 "," $261,200 ",7/9/2004, 34987/ 209,Q,0,I," $192,000 ",Y,1021,Condo  , 749 , 749 , 749 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102819,DUDLEY ST,60,59,   U218,0,2018, $-   ," $319,800 "," $319,800 ",5/25/2012, 49567/ 194,Q,0,I," $232,500 ",Y,1021,Condo  ," 1,104 "," 1,104 "," 1,104 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102821,DUDLEY ST,60,59,   U217,0,2018, $-   ," $325,200 "," $325,200 ",6/30/2015, 54690/ 117,Q,0,I," $285,000 ",,1021,Condo  ," 1,140 "," 1,140 "," 1,140 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102823,DUDLEY ST,60,59,   U216,0,2018, $-   ," $324,900 "," $324,900 ",5/22/2008, 43566/ 255,Q,0,I," $260,000 ",Y,1021,Condo  ," 1,138 "," 1,138 "," 1,138 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102825,DUDLEY ST,60,59,   U215,0,2018, $-   ," $324,800 "," $324,800 ",4/16/2004, 34265/ 101,Q,0,I," $258,655 ",,1021,Condo  ," 1,137 "," 1,137 "," 1,137 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102827,DUDLEY ST,60,59,   U214,0,2018, $-   ," $324,800 "," $324,800 ",9/25/2017, 58565/ 140,Q,0,I," $440,000 ",Y,1021,Condo  ," 1,137 "," 1,137 "," 1,137 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,,1,1,0,Average
102829,DUDLEY ST,60,59,   U302,0,2018, $-   ," $267,700 "," $267,700 ",2/20/2004, 33855/ 071,Q,0,I," $170,870 ",Y,1021,Condo  , 788 , 788 , 788 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102831,DUDLEY ST,60,59,   U301,0,2018, $-   ," $312,300 "," $312,300 ",5/26/2016, 56178/  80,Q,0,I," $366,600 ",,1021,Condo  ," 1,057 "," 1,057 "," 1,057 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102833,DUDLEY ST,60,59,   U228,0,2018, $-   ," $412,700 "," $412,700 ",5/17/2017, 57945/ 170,Q,0,I," $400,000 ",Y,1021,Condo  ," 1,219 "," 1,219 "," 1,219 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102835,DUDLEY ST,60,59,   U227,0,2018, $-   ," $289,300 "," $289,300 ",11/9/2017, 58779/ 345,U,1A,I, $1 ,,1021,Condo  ," 1,030 "," 1,030 "," 1,030 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102837,DUDLEY ST,60,59,   U226,0,2018, $-   ," $307,400 "," $307,400 ",2/18/2004, 33840/ 111,Q,0,I," $225,275 ",Y,1021,Condo  ," 1,028 "," 1,028 "," 1,028 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102839,DUDLEY ST,60,59,   U225,0,2018, $-   ," $290,100 "," $290,100 ",3/26/2010, 46215/ 108,Q,0,I," $199,000 ",Y,1021,Condo  , 925 , 925 , 925 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102841,DUDLEY ST,60,59,   U224,0,2018, $-   ," $291,800 "," $291,800 ",2/28/2013, 51054/ 180,Q,0,I," $230,000 ",,1021,Condo  , 938 , 938 , 938 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102843,DUDLEY ST,60,59,   U223,0,2018, $-   ," $297,300 "," $297,300 ",5/30/2014, 53034/ 166,Q,0,I," $215,000 ",,1021,Condo  , 972 , 972 , 972 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102845,DUDLEY ST,60,59,   U222,0,2018, $-   ," $295,100 "," $295,100 ",10/27/2017, 58717/ 342,Q,0,I," $419,000 ",,1021,Condo  , 960 , 960 , 960 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102847,DUDLEY ST,60,59,   U221,0,2018, $-   ," $294,700 "," $294,700 ",5/3/2004, 34421/ 071,Q,0,I," $230,900 ",Y,1021,Condo  , 958 , 958 , 958 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102849,DUDLEY ST,60,59,   U313,0,2018, $-   ," $324,600 "," $324,600 ",12/8/2016, 57239/  76,Q,0,I," $365,000 ",,1021,Condo  ," 1,136 "," 1,136 "," 1,136 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102851,DUDLEY ST,60,59,   U312,0,2018, $-   ," $333,800 "," $333,800 ",2/9/2004, 33781/ 008,Q,0,I," $251,625 ",,1021,Condo  ," 1,199 "," 1,199 "," 1,199 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102853,DUDLEY ST,60,59,   U311,0,2018, $-   ," $368,700 "," $368,700 ",3/3/2004, 33944/ 087,Q,0,I," $289,207 ",,1021,Condo  ," 1,241 "," 1,241 "," 1,241 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102855,DUDLEY ST,60,59,   U310,0,2018, $-   ," $323,000 "," $323,000 ",6/1/2016, 56207/ 252,Q,0,I," $360,000 ",,1021,Condo  ," 1,125 "," 1,125 "," 1,125 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102857,DUDLEY ST,60,59,   U309,0,2018, $-   ," $285,600 "," $285,600 ",6/7/2013, 51574/  58,Q,0,I," $255,000 ",,1021,Condo  , 894 , 894 , 894 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102859,DUDLEY ST,60,59,   U308,0,2018, $-   ," $273,200 "," $273,200 ",8/9/2012, 49969/ 109,U,1H,I," $97,500 ",,1021,Condo  , 818 , 818 , 818 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102861,DUDLEY ST,60,59,   U307,0,2018, $-   ," $305,700 "," $305,700 ",12/16/2016, 57288/ 143,Q,0,I," $397,000 ",,1021,Condo  ," 1,018 "," 1,018 "," 1,018 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102863,DUDLEY ST,60,59,   U306,0,2018, $-   ," $265,800 "," $265,800 ",6/27/2016, 56330/  32,Q,0,I," $275,000 ",,1021,Condo  , 778 , 778 , 778 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102865,DUDLEY ST,60,59,   U305,0,2018, $-   ," $273,200 "," $273,200 ",8/31/2017, 58465/ 136,Q,0,I," $307,000 ",,1021,Condo  , 818 , 818 , 818 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102867,DUDLEY ST,60,59,   U304,0,2018, $-   ," $275,500 "," $275,500 ",2/27/2004, 33907/ 250,Q,0,I," $182,853 ",,1021,Condo  , 831 , 831 , 831 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102869,DUDLEY ST,60,59,   U303,0,2018, $-   ," $275,200 "," $275,200 ",6/27/2014, 53153/ 239,Q,0,I," $205,000 ",,1021,Condo  , 829 , 829 , 829 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102871,DUDLEY ST,60,59,   U320,0,2018, $-   ," $292,700 "," $292,700 ",5/26/2011, 47951/ 137,U,1A,I, $100 ,,1021,Condo  , 945 , 945 , 945 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102873,DUDLEY ST,60,59,   U319,0,2018, $-   ," $261,300 "," $261,300 ",6/29/2004, 34893/ 124,Q,0,I," $189,000 ",Y,1021,Condo  , 750 , 750 , 750 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102875,DUDLEY ST,60,59,   U318,0,2018, $-   ," $368,600 "," $368,600 ",4/18/2014, 52878/ 262,Q,0,I," $332,500 ",,1021,Condo  ," 1,405 "," 1,405 "," 1,405 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102877,DUDLEY ST,60,59,   U317,0,2018, $-   ," $324,500 "," $324,500 ",3/20/2015, 54202/ 332,Q,0,I," $280,000 ",,1021,Condo  ," 1,135 "," 1,135 "," 1,135 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102879,DUDLEY ST,60,59,   U316,0,2018, $-   ," $324,800 "," $324,800 ",9/28/2011, 48440/ 072,Q,0,I," $223,000 ",Y,1021,Condo  ," 1,137 "," 1,137 "," 1,137 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102881,DUDLEY ST,60,59,   U315,0,2018, $-   ," $323,900 "," $323,900 ",8/19/2015, 54941/ 232,U,1N,I," $215,000 ",,1021,Condo  ," 1,131 "," 1,131 "," 1,131 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102883,DUDLEY ST,60,59,   U314,0,2018, $-   ," $325,500 "," $325,500 ",5/27/2008, 43576/ 006,U,1F,I, $1 ,Y,1021,Condo  ," 1,142 "," 1,142 "," 1,142 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102885,DUDLEY ST,60,59,   U328,0,2018, $-   ," $386,500 "," $386,500 ",4/24/2014, 52891/ 252,U,1A,I," $320,000 ",,1021,Condo  ," 1,262 "," 1,262 "," 1,262 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102887,DUDLEY ST,60,59,   U327,0,2018, $-   ," $290,400 "," $290,400 ",7/20/2005, 37594/ 038,Q,0,I," $281,000 ",Y,1021,Condo  ," 1,037 "," 1,037 "," 1,037 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102889,DUDLEY ST,60,59,   U326,0,2018, $-   ," $307,600 "," $307,600 ",6/30/2016, 56359/ 323,Q,0,I," $362,500 ",,1021,Condo  ," 1,029 "," 1,029 "," 1,029 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102891,DUDLEY ST,60,59,   U325,0,2018, $-   ," $290,100 "," $290,100 ",7/10/2014, 53203/ 244,Q,0,I," $225,000 ",,1021,Condo  , 925 , 925 , 925 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102893,DUDLEY ST,60,59,   U324,0,2018, $-   ," $292,700 "," $292,700 ",2/17/2004, 33828/ 001,Q,0,I," $222,029 ",,1021,Condo  , 945 , 945 , 945 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102895,DUDLEY ST,60,59,   U323,0,2018, $-   ," $296,900 "," $296,900 ",4/29/2005, 36966/ 166,Q,0,I," $248,000 ",,1021,Condo  , 970 , 970 , 970 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102897,DUDLEY ST,60,59,   U322,0,2018, $-   ," $296,400 "," $296,400 ",8/31/2012, 50104/ 200,Q,0,I," $212,000 ",Y,1021,Condo  , 967 , 967 , 967 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
102899,DUDLEY ST,60,59,   U321,0,2018, $-   ," $294,500 "," $294,500 ",2/4/2004, 33764/ 124,Q,0,I," $229,268 ",,1021,Condo  , 957 , 957 , 957 ,2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
103061,DUDLEY ST,60,59,   U034,0,2018, $-   ," $310,000 "," $310,000 ",4/24/2015, 54354/ 312,Q,0,I," $250,000 ",Y,1021,Condo  ," 1,043 "," 1,043 "," 1,043 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
103062,DUDLEY ST,60,59,   U033,0,2018, $-   ," $307,200 "," $307,200 ",8/3/2012, 49942/ 093,Q,0,I," $230,000 ",,1021,Condo  ," 1,027 "," 1,027 "," 1,027 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
103063,DUDLEY ST,60,59,   U032,0,2018, $-   ," $307,700 "," $307,700 ",5/12/2004, 34500/ 158,Q,0,I," $240,170 ",Y,1021,Condo  ," 1,030 "," 1,030 "," 1,030 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
103064,DUDLEY ST,60,59,   U031,0,2018, $-   ," $309,600 "," $309,600 ",9/1/2016, 56706/  99,Q,0,I," $324,000 ",,1021,Condo  ," 1,041 "," 1,041 "," 1,041 ",2004,CA,Condo-Apt,3,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,1 Room,1,1,0,Average
144,EASTERN AV,15,15,4,0.84077135,2018," $278,300 "," $3,000 "," $281,300 ",,,U,,, $-   ,,9250,MDC  ," 29,061 "," 31,825 "," 22,610 ",1900,72,School/College,2,1,Gable/Hip,Brick/Masonry,Hot Water,Gas,Central,,0,0,,Good
144,EASTERN AV,15,15,4,0.84077135,2018," $278,300 "," $3,000 "," $281,300 ",,,U,,, $-   ,,9250,MDC  ,,,,,,,,,,,,,,,,,,
140,EASTERN AV,20,14,    22B,0.24384757,2018," $193,100 ", $-   ," $193,100 ",,,U,,, $-   ,,9290,MA-OTHER  ," 3,403 "," 4,818 "," 3,036 ",1920,80,Stores/Apt Com,2,4,Flat,Stucco/Masonry,Forced Air-Duc,Gas,Central,,0,5,,Average +10
140,EASTERN AV,20,14,    22B,0.24384757,2018," $193,100 ", $-   ," $193,100 ",,,U,,, $-   ,,9290,MA-OTHER  ,,,,,,,,,,,,,,,,,,
145,EASTERN AV,29,15,5,0.12855831,2018," $155,000 ", $-   ," $155,000 ",,,U,,, $-   ,,928V,DCAM - VAC," 5,326 "," 6,508 "," 4,932 ",1900,14,Apt 5-8,3,22,Flat,Brick/Masonry,Hot Water,Gas,None,,0,0,,Average +10
145,EASTERN AV,29,15,5,0.12855831,2018," $155,000 ", $-   ," $155,000 ",,,U,,, $-   ,,928V,DCAM - VAC,,,,,,,,,,,,,,,,,,
1852,EASTERN AV,36,15,6,0.08799357,2018," $296,300 ", $-   ," $296,300 ",12/30/2014,   636/ 122,U,1E,V, $-   ,,9240,MA-HWY," 53,062 "," 54,178 "," 52,692 ",1987,96,Office/Warehs,2,1,Flat,Concr/Cinder,Hot Air-no Duc,Gas,Central,,0,0,,Average
1852,EASTERN AV,36,15,6,0.08799357,2018," $296,300 ", $-   ," $296,300 ",12/30/2014,   636/ 122,U,1E,V, $-   ,,9240,MA-HWY,,,,,,,,,,,,,,,,,,
948,EASTERN AV,287,50,    12C,2.93999082,2018," $381,100 "," $185,800 "," $566,900 ",12/31/1993, 18776/ 113,U,,, $-   ,,310V,RTL OIL ST  ," 5,259 "," 6,472 "," 4,854 ",1920,14,Apt 5-8,3,6,Flat,Brick/Masonry,Hot Water,Gas,None,,0,0,,Average +10
948,EASTERN AV,287,50,    12C,2.93999082,2018," $381,100 "," $185,800 "," $566,900 ",12/31/1993, 18776/ 113,U,,, $-   ,,310V,RTL OIL ST  ,,,,,,,,,,,,,,,,,,
104373,EASTERN AV,300,59,    65A,0.2665978,2018," $301,900 "," $128,800 "," $430,700 ",9/15/2017, 58529/  90,U,1V,I," $1,700,000 ",,3400,OFFICE BLD  ," 2,550 "," 3,000 "," 2,250 ",1940,96,Office/Warehs,1,1,Flat,Concr/Cinder,Hot Air-no Duc,Gas,Central,,,1,,Below Average
1245,EASTERN AV,399,67,128,4.8693067,2018," $1,469,900 "," $44,900 "," $1,514,800 ",,,U,,, $-   ,,9330,TOWN EDUCATION V," 6,453 "," 7,228 "," 4,700 ",1920,28,Funeral Home,3,2,Mansard,Vinyl Siding,Forced Air-Duc,Gas,Central,,0,0,,Average
1245,EASTERN AV,399,67,128,4.8693067,2018," $1,469,900 "," $44,900 "," $1,514,800 ",,,U,,, $-   ,,9330,TOWN EDUCATION V,,,,,,,,,,,,,,,,,,
104229,EASTERN AV,412,67,   125A,0.06786042,2018," $167,800 "," $103,200 "," $271,000 ",3/20/2003, 30897/ 150,U,1A,I," $100,000 ",,3320,AUTO REPR  ," 1,066 "," 1,066 "," 1,066 ",1940,25,Service Shop,1,1,Flat,Concr/Cinder,Forced Air-Duc,Gas,None,,0,0,,Average
4842,EASTERN AV,413,68,52,0.18365473,2018," $178,600 "," $255,400 "," $434,000 ",12/18/2003, 33478/ 257,U,1A,I," $50,000 ",Y,1040,TWO FAMILY  ," 2,789 "," 4,428 "," 2,540 ",1920,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,6,2,0,Average
4841,EASTERN AV,429,68,50,0.11478421,2018," $176,800 "," $252,400 "," $429,200 ",3/7/2005, 36605/ 283,U,1A,I, $1 ,Y,1050,THREE FAM," 3,242 "," 4,052 "," 3,039 ",1877,3F,3 Family,3,3,Gable/Hip,Asbest Shingle,Hot Water,Gas,None,,6,3,0,Average
4840,EASTERN AV,433,68,49,0.11404959,2018," $176,200 "," $281,500 "," $457,700 ",12/23/1996, 21094/ 433,Q,0,I," $137,000 ",Y,1040,TWO FAMILY  ," 2,872 "," 4,293 "," 2,454 ",1920,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Hot Water,Oil,None,,8,3,0,Average
4839,EASTERN AV,437,68,48,0.115427,2018," $176,800 "," $292,500 "," $469,300 ",1/7/2013, 50784/ 343,Q,0,I," $355,000 ",Y,1050,THREE FAM," 3,176 "," 4,743 "," 2,675 ",1900,3F,3 Family,2.75,3,Gable/Hip,Vinyl Siding,Steam,Gas,None,,5,3,0,Average
4838,EASTERN AV,441,68,47,0.0565427,2018," $128,300 "," $134,800 "," $263,100 ",11/22/1994, 19452/ 329,U,,, $-   ,,1040,TWO FAMILY  ," 1,945 "," 3,410 "," 1,640 ",1920,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Hot Water,Oil,None,,4,2,0,Average
4786,EASTERN AV,442,67,115,0.07646924,2018," $145,800 "," $358,600 "," $504,400 ",12/18/2006, 40957/ 150,U,1A,I, $100 ,Y,1050,THREE FAM," 4,163 "," 5,238 "," 3,894 ",1900,3F,3 Family,3,3,Flat,Vinyl Siding,Hot Water,Oil,None,18 Rooms,9,3,0,Average
4787,EASTERN AV,446,67,116,0.06228191,2018," $133,600 "," $606,500 "," $740,100 ",4/27/1978,  9051/ 429,U,,, $-   ,,1050,THREE FAM," 4,611 "," 5,796 "," 4,308 ",1900,3F,3 Family,3,3,Flat,Vinyl Siding,Hot Water,Oil,Central,16 Rooms,9,3,0,Average
103022,EASTERN AV,447,68,    53A,0.11478421,2018," $152,100 "," $253,600 "," $405,700 ",8/20/2004, 35291/ 193,U,1A,I, $1 ,,032I,STORE/SHOP  MDL-96," 3,091 "," 3,976 "," 2,668 ",1920,17,Store,1,1,Flat,Vinyl Siding,Forced Air-Duc,Gas,None,,0,2,,Average
4788,EASTERN AV,450,67,117,0.04903581,2018," $121,400 "," $351,900 "," $473,300 ",3/15/2007, 41453/ 076,U,1A,I, $1 ,Y,1050,THREE FAM," 3,054 "," 3,955 "," 2,730 ",1900,3F,3 Family,3,3,Gable/Hip,Vinyl Siding,Hot Water,Oil,None,11 Rooms,5,3,0,Average
5237,EASTERN AV,452,76,1,0.04357208,2018," $116,400 "," $229,500 "," $345,900 ",3/15/2007, 41453/ 081,U,1A,I, $1 ,Y,1050,THREE FAM," 2,456 "," 3,716 "," 2,227 ",1893,3F,3 Family,2,3,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,12 Rooms,5,3,0,Average
5238,EASTERN AV,456,76,2,0.01779155,2018," $75,500 "," $146,100 "," $221,600 ",3/23/2010, 46203/ 246,U,1N,I," $215,000 ",Y,1040,TWO FAMILY  ," 1,703 "," 2,516 "," 1,512 ",1893,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,3,2,0,Average
5293,EASTERN AV,457,76,79,0.08379247,2018," $151,700 "," $192,000 "," $343,700 ",9/3/2015,   657/   2,Q,0,I," $360,000 ",Y,1010,Single Fam," 2,179 "," 2,974 "," 1,900 ",1978,6,Conventional,2,1,Gable/Hip,Vinyl Siding,Hot Water,Oil,Central,,4,2,1,Average
5239,EASTERN AV,458,76,3,0.03078512,2018," $10,500 "," $8,400 "," $18,900 ",9/12/2008, 44030/ 176,U,1G,I," $189,900 ",,1060,AC LND IMP  ," 2,420 "," 3,266 "," 1,826 ",1989,25,Service Shop,1,1,Flat,Concr/Cinder,Forced Air-Duc,Gas,None,,0,0,,Average
5239,EASTERN AV,458,76,3,0.03078512,2018," $10,500 "," $8,400 "," $18,900 ",9/12/2008, 44030/ 176,U,1G,I," $189,900 ",,1060,AC LND IMP  ,,,,,,,,,,,,,,,,,,
5292,EASTERN AV,459,76,78,0.07828283,2018," $169,400 "," $289,600 "," $459,000 ",2/29/2000,C115473,Q,0,I," $240,000 ",Y,1110,APT 4-UNT  ," 3,958 "," 5,472 "," 3,520 ",1928,4F,Apt 4,2,4,Flat,Vinyl Siding,Hot Water,Gas,None,,7,5,0,Average
101082,EASTERN AV,140R,41,10,0.08484848,2018," $70,500 ", $-   ," $70,500 ",7/13/1984, 11026/ 255,,,,,,3140,TRK TERM  ," 1,961 "," 2,814 "," 1,768 ",1950,6,Conventional,2,1,Salt Box,Vinyl Siding,Hot Water,Gas,None,5 Rooms,3,1,1,Average +10
101082,EASTERN AV,140R,41,10,0.08484848,2018," $70,500 ", $-   ," $70,500 ",7/13/1984, 11026/ 255,,,,,,3140,TRK TERM  ,,,,,,,,,,,,,,,,,,
949,EASTERN AV,284R,50,13,2.4709596,2018," $550,000 ", $-   ," $550,000 ",12/23/2016,133520/ 663,U,1V,V," $5,750,000 ",,4400,IND LD DV," 18,906 "," 22,344 "," 17,760 ",1910,80,Stores/Apt Com,4,13,Flat,Brick/Masonry,Hot Water,Gas,None,,0,0,,Average +10
949,EASTERN AV,284R,50,13,2.4709596,2018," $550,000 ", $-   ," $550,000 ",12/23/2016,133520/ 663,U,1V,V," $5,750,000 ",,4400,IND LD DV,,,,,,,,,,,,,,,,,,
